asv	kingdom	phylum	class	order	family	genus	species
a6c89a2924b93b02a5975b0289ad8041	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA	NA
6cf8b844a1a6cf534d82bdfff1f8172b	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	uncultured	uncultured bacterium
9f09b2430819ba5589a6f10519df1195	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
b331b3e7534ec805bc69f82819bc64a2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured rumen bacterium
0cf14b6db7efedfad1356f9cc5ce9c84	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unidentified
83e5f2c16f71893fe62f9cb19fb77858	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
190d90eb26c6188736ae7324f7ec6bf0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
83c3ca8e7ad201613c38221e5faee13e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
abb19f5896e1b35c5b5e1b073ee7c1c3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	NA
9b117ed88c9a1150a36d2bba5219845d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
077d824f784e31cb2e6c42cf4e1df7db	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured bacterium
4b20cec4609c5f4aa3dc6f381474c3cf	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	NA
03df2c365d940587874aa4e1fdb27b03	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	NA
1d1f5fffb72b0a2718b7c7637e1288df	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
5ea21d2722f266559fff7d7854506f3f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured bacterium
8e038997c28ade6ac8d3af0b36d5b68b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5c96a89abde61b50748725fb93e190f4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
c1baa9a0d44b984865102a7c7c57f97c	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured bacterium
61e4ae574dc933868abfd5d47cf4955f	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	uncultured	uncultured bacterium
d2176e3b5cf172a837cf1f4c4afb16f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
86fd222043ea5401411d594569874bf9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
c95ad0a091daca11c2cfb712f98ee24c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured bacterium
6bb0cb7730a4ba6555fb8eb8cc07f4b4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
636c4cc7e05da304ea1faf4ebefcf922	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
bbd9b18272cc6a940831b95511c82079	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured bacterium
263b2458f4c1d1f2b78c60056f689533	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	uncultured bacterium
085fc6a35983fab54e6881fee43eaa58	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured bacterium
baad45f3085cea78ebbe83e46831222c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	uncultured bacterium
9cc7bd6d685062e8733ec5b70fff85c7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
46a594697c27d4bed4f5e180b03355ea	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
d5dfd98f807817f2984bef62bd4814e6	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
e5a986c05066d751ce70851c81f0a3e3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
8c7bc7c80499b72ab76160810a8d8c84	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
91a117b625cc26e46e8a02659f43c7a4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
5491eba6364cf3d9419372ecbe2bbaf8	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
9404f4c5dbc666921738242631c84598	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
48cb02f8e4597f0b2310d57fb9597f24	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
13073869580fb63b24cbaf19f51f1147	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
2782489fc4781281b11ec7264e3bc097	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
08726c4fb3010c0e48f24ce0c78b85b8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
3bc99255fa81fb812c89c25eb7011fb4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
de4bb27d6fe972b624701b42daeb6728	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured bacterium
c57efad5c4119bb60b806b7dd5c41cd8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	anaerobic digester metagenome
af74cdfb973ea7098351e47f6c3c3052	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	anaerobic digester metagenome
a5abcf233d78c1584f9fa4d27de8bbdc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ec8f42157b386c1217b4f3f5f8e1e687	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
16684adccf4a4d35facc56a79870aaa9	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
7ba60def08c6274814ec5e58bda0c9c5	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
b4b73d0ab5e96e709aa1059a702f954e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
3074b79ee8a81193434e9af55969348d	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
ed5e45a37ec8fd4353f65b97e5353734	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
0ab48a2db8f04d09d3765f128c24991e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	NA
c261dab6b3e4145bd118a01176e16220	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
31981bf9bfbe1bf7406bcd52b801b307	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
18383cf92305de19139d35c3f975e03f	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
4f701417bccc0b328b6db55a9548e909	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
4730169a41e5406ec32233183c590791	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
7e121d2bddcd3f57e96010649e5b71f1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
17dc5e23b17c25c3475fccced1c30dbe	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
400f058cbdbb9d3105d10bb7c509923e	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
dc17a44f37136e30b80736280d2b46a9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured organism
7fe8525903367aac2da73df0028ffe9b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
149a484587d3f18b2aefaf3f80aca611	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
202cdc097b2cfc0cbc6802959cb3122e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
71d62970b4f7c3eccdfbde97a232aa12	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
e393bc194af6547e86779c3163c87612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
7f3a1b8fc41332af253c09b458d4dd1b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
ba12d5284e34439f0fb0c5e04aa53b1a	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
bbf0c86b7ef66668c1e5e86c1849352b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured bacterium
b1340714498ef826b8bff655dd80a28c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	uncultured bacterium
49e150b27d987c351f1c82fa072211b9	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Ambiguous_taxa
d2ec853a0ad92be097e99f27fc1c93fa	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
17f69a7d4b1d19ff3b1d0884e83c6679	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
3ac25a4b714c9bf890a433f632a0991d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	NA
cc4644ee2e25877b9145b14a67d19f82	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
7c6e5aabc7b4adb6f06125feec74ac9e	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Enterorhabdus sp. Marseille-P3203T
1efc248aa9ef83fd606c199e822807c5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
656e34bc98acc3cef45b0375f9f3a0e5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
6d72fbf3a1439eab41c39d1625b1693a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
c55b486b00eb7dd2bd960c38c024d1d1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Ambiguous_taxa
027df6c8fd5d228d2e022a7251474c39	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
1a487e1add02476dc8f70f4a75e0a6f3	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
a2ca4054b2cc454582110804c56d8d56	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
9730e28b30209ff88f924ff8abb7923d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
0cb8201f4c71cd46d3bad457144f876f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	anaerobic digester metagenome
81a85d2f61e413921a25384ee19f00de	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	NA
83ee69eda0b3e3841ef6da92695d3a77	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	NA
a9002e941574676cb6d5180fd5cd366e	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
7f1ba47a5fe9bbf536be6819b9ee0775	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
45eccf89a3f9d4703e78d03033f5b0b6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
930c1dce069f9864849309f2152ed721	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
9be3d1a7fcda1c5fdfcfb20480165f66	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
bd6383169ddd32592a82ccdb7511c186	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
0a809120745a8dacbc47531143b28401	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
0fb65b97cfcb0d59dfb10e73fc2e6e32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
565146cd1d766d392aa75d9305bac437	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
cdb0032d4581bdeacbc284b46dfcd894	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
d16a94908267a57f9d5622e960ead936	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
32b7e188b0b3503e94b6f5df29f55f7e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
bceb81e4641ab253097a46995be2aec6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
3309592b280eb16986435fb1a5013914	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	NA
ddc88562ad391ab53e5e027b43cdcd5a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
0fabf2a490bcaa1e49103b1b2238a075	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	NA
9f9456876207a82dde4b4e4979717192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
6ddae54ca8e63ba23278cb811a408ad6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
9b7348b05abb188908b16b689fbc6dd9	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
8e4df1f4dce734952b3ecb2524c73089	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
264ff431cc29d57470412dbff227ffdd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a829a36e7a01dd6df104ca339981b4a6	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
18ed4cb63523001a101db5706d0875cd	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
b2b10162d97da5e355cb1326681958e9	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
de2f182cae683d5352aefab28233d829	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
a97468e6a97fd8b446df3749eb2dc73b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] oxidoreducens group	uncultured bacterium
2c6b70e4a5d096522e8a6810a055b921	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
d33d84f90d2924040cf2eb66c7abe2fc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus murinus
ac52e37b3a01e04739eecb8b92dcb8f3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
0a40e3b68de79dcc6224c1b8b8178848	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
d139c141872d8d4638234e73eef8be64	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
c4135db227f371f9f929805424a46ae9	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
12c9f79148be241324100af43ed9784c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	uncultured bacterium
5d3c760c2f924c8a89893048ff3c97be	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group	uncultured prokaryote
9f0ae773d146c637a577e474715f0d20	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
b8a279b55f99ef6bc98cb9bbfc39053e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
07a8f7a0ccb1e962090fababf4be68a1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
9df05b23c0294e962c1333ecfa4daba3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
3ff83fe885928c9e633f4c8cf1659b00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
50b7d17346739feb6326d3da4ea01840	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
c001f5da635773184fce6c9af0ce9cf1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
58ec42c780d47ed768a2efd2c8c4b232	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	NA
2d4e72114012ca5b80f5a3983a76099d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
add689ea69a233522d62bb216965a5e3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
17ebf391b32ff648cbe242e421a43c6d	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
6af9d24cb85d510c596322d60e2c7d6b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
bf54ac2dd76b41afdc5250953c465160	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
4d073d8715ae97c1950c255bcabe1fae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] ventriosum group	Ambiguous_taxa
73bd4ccae49fedfa85fc1d4cdb175ac3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
c5ed17f32b6e55995965e0d241f9ee32	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
2b41b34374868b35d5c42ce0b7b9f7e9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
afd0c582a11f21927cbc166d52879408	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
7f620d6f9dd0dd0965b48d960e21160a	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
a634efab5f4ca2499b7727cf766954fc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ecc28d2f4c98c6dd192bdefb14d500d1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
1fb7e08ada035b4ca75bed2701aa620a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	uncultured bacterium
9411efe87c9d4223ea7f98487412a92e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
41188d1ce61e27fd58774fcc438e8c61	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
f0b8ee7e5ca9bc5996d34895b730948e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
0fb6e915e918ce0b0a92c1fbfbabf8d7	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
102e86d751512ce9fcd9a1cff2ccb92c	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20	uncultured bacterium
01feed1ff22425510339865c557fb28c	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	NA
e6d62d2ea5557fac2a36280d74265bad	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group	uncultured prokaryote
ba6bc400d04d354cc880c4ef1931d17d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	Firmicutes bacterium CAG_194_44_15
3cd4613df171d8c4dee50d381a19065f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	uncultured	NA
157640904be3a513b4efc219af723384	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
e35aaca09427ed0e0e08262fe353dad2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
5cc5537f89ac718714e485ee30505795	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
7adb40a870a5f73cbac413c4896c51e6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	NA
bdce2a56c8d6caaf2f700b1df5ef1bf7	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	NA
b5eed1c4a4cd1cfc0a8fc39587e01602	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	NA	NA	NA
fc2d32250c173e9b3ac6885516f5c218	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
1d28aef826a413da404c4e00fa4e3c78	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
a38c1df8a4a14d5f2c608acf0acfdda1	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
636d0c950f27c7d5b1f815abfb17e5eb	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
670a429985a81a5970e51ad0413b2cb8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	NA
f78ae5416d162b8b9289cd48a70064e5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
f874f0befa317541f44df86517b66631	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
4ec95558ee866796df3df822815e9d2e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
16d389a6f02ef11e7016e1aadc83f261	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
b1e7354a5be37261983b5f6a1a0ac056	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ef177e1c66648aadd68d868fc25d2977	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
f72e007caf0154c2851b91d8396d676f	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
9b9b1478ade3474156be59725c56f0cd	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
d2250ad96b51e153b7893b539399f4d1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
a63c184829c6bccb119d82dbd6fa0853	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
f8aa724a0776fa4586f7259c6a8d79f4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii
92226ba47a73515595690ea6418655ad	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
196ff7cf81d42ddc766c2777e15bf872	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
2df3bf62a772a683d4bc741aa0e51514	Bacteria	NA	NA	NA	NA	NA	NA
f26ba4f566c9fb6059844138ec65f378	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
3433d2ad0a21f4a6ec4cce9ea787219c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA
b006c66daf50ee65513c9dd6ab263c7f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
1425e6ec47639d94128db74adf5f4208	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
8359fe4bdb6c4f8557fa249b76a907a3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured rumen bacterium
5b313ec8ed5c93a057658fa50589b1f6	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
183d224659f54ab061ee294d9e45341c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
bc7d0b055b853323f68f94738587dd31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kosakonia	NA
4b20ffab174f76adfe021b5016f31ec2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
5445c665fcb223427d99dcd7a526de5a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
75ac7a6ada797ec65aae148c8155e7de	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
bfade8b577403bdc79ad13f4cd1fabf0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
